"","Student ID","Class","Year","Session","Grader","Part2Tot","Part3Tot","Survey Q1","Survey Q2","Survey Q3","Survey Q4","Survey Q5","gpa_prev","GPTBase","GPTTutor","teacher","n_household_members","class_enjoyment","class_participation_likelihood","n_weekday_study_hours","n_weekend_study_hours","math_hw_completion","hw_help","private_tutorship","visit_training_center","chatgpt_use","Treatment arm","female","education_parent","n_household_children","Honors","education_parent_college"
"835",130139,"9S",9,1,"9&10",0,0.35,"Moderately",NA,"10-15 min",NA,"0-5 min",0.844804,0,0,"teacher_17",3,2,2,3,3,4,1,1,0,0,"control",1,8,0,0,TRUE
"836",130140,"9S",9,1,"9&10",0.25,0.475,"Moderately","Above average","15-20 min","Neutral","5-10 min",0.761144,0,0,"teacher_17",3,2,2,1,1,3,1,1,0,0,"control",0,7,4,0,TRUE
"837",130140,"9S",9,3,"5",0,0.025,"Quite a lot","Average","15-20 min","Somewhat effective","10-15 min",0.761144,0,0,"teacher_17",3,2,2,1,1,3,1,1,0,0,"control",0,7,4,0,TRUE
"838",130140,"9S",9,2,"8",0.6,0.15,"Quite a lot","Below average","20-25 min","Neutral","15-20 min",0.761144,0,0,"teacher_17",3,2,2,1,1,3,1,1,0,0,"control",0,7,4,0,TRUE
"839",130141,"9O",9,3,"6",0.4,0.1,"A litttle","Very poorly",NA,"Neutral",NA,0.946103,0,1,"teacher_10",3,0,3,2,4,3,1,1,0,3,"augmented",1,6,0,0,TRUE
"840",130141,"9O",9,1,"9&10",0.25,0.625,"Quite a lot","Above average","15-20 min","Neutral","15-20 min",0.946103,0,1,"teacher_10",3,0,3,2,4,3,1,1,0,3,"augmented",1,6,0,0,TRUE
"841",130141,"9O",9,2,"8",0.6,0.925,"A great deal",NA,"15-20 min",NA,NA,0.946103,0,1,"teacher_10",3,0,3,2,4,3,1,1,0,3,"augmented",1,6,0,0,TRUE
"842",130141,"9O",9,4,"5",0.6,0.340277777777778,NA,NA,NA,NA,NA,0.946103,0,1,"teacher_10",3,0,3,2,4,3,1,1,0,3,"augmented",1,6,0,0,TRUE
"843",130142,"9A",9,1,"8",1,0.65,"Quite a lot",NA,NA,NA,NA,0.985294,0,0,"teacher_7",4,3,3,2,3,4,1,1,0,3,"control",0,6,1,1,TRUE
"844",130142,"9A",9,3,"4",1,1,"Quite a lot","Above average","20-25 min","Somewhat effective","5-10 min",0.985294,0,0,"teacher_7",4,3,3,2,3,4,1,1,0,3,"control",0,6,1,1,TRUE
"845",130142,"9A",9,2,"8",0.8,1,"Quite a lot","Excellent","10-15 min","Somewhat effective","10-15 min",0.985294,0,0,"teacher_7",4,3,3,2,3,4,1,1,0,3,"control",0,6,1,1,TRUE
"846",130142,"9A",9,4,"3",1,1,"Quite a lot","Excellent","20-25 min","Somewhat effective","10-15 min",0.985294,0,0,"teacher_7",4,3,3,2,3,4,1,1,0,3,"control",0,6,1,1,TRUE
"847",130144,"10V",10,3,"5",0,0.125,"Nothing at all","Very poorly","25-30 min","Neutral","25-30 min",0.696397,0,0,"teacher_13",6,4,3,1,3,4,1,1,1,4,"control",0,6,1,0,TRUE
"848",130144,"10V",10,1,"9&10",0,0.3125,"Nothing at all","Very poorly","25-30 min","Ineffective","5-10 min",0.696397,0,0,"teacher_13",6,4,3,1,3,4,1,1,1,4,"control",0,6,1,0,TRUE
"849",130144,"10V",10,4,"3",0,0.0625,"A litttle","Below average","15-20 min","Neutral","15-20 min",0.696397,0,0,"teacher_13",6,4,3,1,3,4,1,1,1,4,"control",0,6,1,0,TRUE
"850",130144,"10V",10,2,"1",0.4,0.0912698412698413,"Nothing at all","Very poorly","25-30 min","Ineffective","25-30 min",0.696397,0,0,"teacher_13",6,4,3,1,3,4,1,1,1,4,"control",0,6,1,0,TRUE
"851",130146,"9T",9,3,"5",1,0.30625,NA,NA,NA,NA,NA,0.884216,0,1,"teacher_4",4,2,4,2,2,4,1,0,0,0,"augmented",0,8,1,0,TRUE
"852",130146,"9T",9,2,"1",0.6,0.625,"-","-","-","-","-",0.884216,0,1,"teacher_4",4,2,4,2,2,4,1,0,0,0,"augmented",0,8,1,0,TRUE
"853",130146,"9T",9,1,"9&10",0.5,0.625,NA,NA,NA,NA,NA,0.884216,0,1,"teacher_4",4,2,4,2,2,4,1,0,0,0,"augmented",0,8,1,0,TRUE
"854",130146,"9T",9,4,"3",1,0.236111111111111,NA,NA,NA,NA,NA,0.884216,0,1,"teacher_4",4,2,4,2,2,4,1,0,0,0,"augmented",0,8,1,0,TRUE
"855",130147,"9H",9,1,"9&10",0.5,0.475,"A litttle","Average","0-5 min","Somewhat effective","15-20 min",0.820507,0,1,"teacher_2",3,2,0,1,1,3,1,1,0,0,"augmented",1,7,1,0,TRUE
"856",130147,"9H",9,2,"1",0.4,0.15,"Nothing at all","Below Average","0-5 min","Ineffective","5-10 min",0.820507,0,1,"teacher_2",3,2,0,1,1,3,1,1,0,0,"augmented",1,7,1,0,TRUE
"857",130147,"9H",9,4,"3",1,0,"Nothing at all","Below average","0-5 min","Ineffective","25-30 min",0.820507,0,1,"teacher_2",3,2,0,1,1,3,1,1,0,0,"augmented",1,7,1,0,TRUE
"858",130147,"9H",9,3,"5",1,0,"Nothing at all","Below average","5-10 min","Ineffective","25-30 min",0.820507,0,1,"teacher_2",3,2,0,1,1,3,1,1,0,0,"augmented",1,7,1,0,TRUE
"859",130148,"9R",9,4,"6",0.4,0.0902777777777778,"A litttle","Above average",NA,"Neutral","25-30 min",0.941536,0,0,"teacher_15",3,2,2,2,3,3,1,1,0,0,"control",0,8,0,0,TRUE
"860",130148,"9R",9,1,"9&10",0.75,0.625,"Moderately","Above average","15-20 min","Neutral","25-30 min",0.941536,0,0,"teacher_15",3,2,2,2,3,3,1,1,0,0,"control",0,8,0,0,TRUE
"861",130148,"9R",9,3,"6",0.2,0.025,"Moderately","Above average","15-20 min","Somewhat ineffective","25-30 min",0.941536,0,0,"teacher_15",3,2,2,2,3,3,1,1,0,0,"control",0,8,0,0,TRUE
"862",130149,"9P",9,4,"3",1,0.165178571428571,"Moderately","Average","20-25 min","Neutral","20-25 min",0.877974,0,1,"teacher_19",4,3,2,1,2,3,1,1,0,1,"augmented",1,7,2,0,TRUE
"863",130149,"9P",9,2,"1",0.6,0.3,"Quite a lot","Average","15-20 min","Somewhat effective","20-25 min",0.877974,0,1,"teacher_19",4,3,2,1,2,3,1,1,0,1,"augmented",1,7,2,0,TRUE
"864",130149,"9P",9,1,"9&10",0.75,0.425,"Quite a lot","Average","15-20 min","Neutral","20-25 min",0.877974,0,1,"teacher_19",4,3,2,1,2,3,1,1,0,1,"augmented",1,7,2,0,TRUE
"865",130149,"9P",9,3,"4",1,0.275,"Moderately","Average","20-25 min","Somewhat effective","20-25 min",0.877974,0,1,"teacher_19",4,3,2,1,2,3,1,1,0,1,"augmented",1,7,2,0,TRUE
"866",130150,"9M",9,4,"3",0.2,0.5,"A litttle","Average","5-10 min","Somewhat ineffective","0-5 min",0.842549,0,0,"teacher_2",4,0,2,2,3,4,0,1,0,1,"control",0,7,2,0,TRUE
"867",130150,"9M",9,2,"1",0.4,0.45,"Quite a lot","Above Average","10-15 min","Somewhat effective","5-10 min",0.842549,0,0,"teacher_2",4,0,2,2,3,4,0,1,0,1,"control",0,7,2,0,TRUE
"868",130150,"9M",9,1,"9&10",0.5,0.325,"A litttle","Average","25-30 min","Ineffective","0-5 min",0.842549,0,0,"teacher_2",4,0,2,2,3,4,0,1,0,1,"control",0,7,2,0,TRUE
"869",130150,"9M",9,3,"6",0.2,0.025,"Nothing at all","Very poorly","25-30 min","Ineffective","10-15 min",0.842549,0,0,"teacher_2",4,0,2,2,3,4,0,1,0,1,"control",0,7,2,0,TRUE
"870",130152,"9R",9,4,"6",0.2,0.125,"A great deal","Below average","25-30 min","Somewhat ineffective","15-20 min",0.923873,0,0,"teacher_15",4,2,3,1,2.3,4,1,0,0,0,"control",0,4,4,0,FALSE
"871",130152,"9R",9,2,"1",0.6,0.625,"Moderately","Average","-","Neutral","20-25 min",0.923873,0,0,"teacher_15",4,2,3,1,2.3,4,1,0,0,0,"control",0,4,4,0,FALSE
"872",130152,"9R",9,1,"9&10",0.5,0.375,"Quite a lot","Average","15-20 min","Neutral","10-15 min",0.923873,0,0,"teacher_15",4,2,3,1,2.3,4,1,0,0,0,"control",0,4,4,0,FALSE
"873",130152,"9R",9,3,"6",0,0.18125,"A litttle","Average","20-25 min","Ineffective","15-20 min",0.923873,0,0,"teacher_15",4,2,3,1,2.3,4,1,0,0,0,"control",0,4,4,0,FALSE
"874",130153,"9F",9,4,"3",0.4,0.444940476190476,"Quite a lot","Average","20-25 min","Somewhat ineffective","25-30 min",0.714902,1,0,"teacher_7",2,1,2,1,1,3,1,1,0,0,"vanilla",1,8,2,0,TRUE
"875",130153,"9F",9,1,"9&10",0.25,0.3,"A great deal","Below average","10-15 min","Neutral","10-15 min",0.714902,1,0,"teacher_7",2,1,2,1,1,3,1,1,0,0,"vanilla",1,8,2,0,TRUE
"876",130153,"9F",9,3,"4",0.4,0.025,"Nothing at all","Very poorly","15-20 min","Ineffective","25-30 min",0.714902,1,0,"teacher_7",2,1,2,1,1,3,1,1,0,0,"vanilla",1,8,2,0,TRUE
"877",130153,"9F",9,2,"8",0.2,0.25,"A litttle","Below average","10-15 min","Ineffective","5-10 min",0.714902,1,0,"teacher_7",2,1,2,1,1,3,1,1,0,0,"vanilla",1,8,2,0,TRUE
"878",130154,"9B",9,1,"8",0.25,0.425,"Moderately","Below average","10-15 min","Somewhat effective","25-30 min",0.942549,0,1,"teacher_10",5,1,2,2,3,3,1,0,0,2,"augmented",0,8,1,1,TRUE
"879",130154,"9B",9,2,"1",0.6,0.825,"Moderately","Average","-","Effective","5-10 min",0.942549,0,1,"teacher_10",5,1,2,2,3,3,1,0,0,2,"augmented",0,8,1,1,TRUE
"880",130157,"9G",9,4,"3",0.4,0.583333333333333,"Quite a lot","Average","15-20 min","Effective","15-20 min",0.943039,0,0,"teacher_17",3,3,3,13,3,3,1,0,0,1,"control",1,8,0,0,TRUE
"881",130157,"9G",9,2,"8",0.6,0.925,"Quite a lot","Above average","10-15 min","Somewhat effective","15-20 min",0.943039,0,0,"teacher_17",3,3,3,13,3,3,1,0,0,1,"control",1,8,0,0,TRUE
"882",130157,"9G",9,3,"5",0,0.210416666666667,"A litttle","Below average","15-20 min","Ineffective","10-15 min",0.943039,0,0,"teacher_17",3,3,3,13,3,3,1,0,0,1,"control",1,8,0,0,TRUE
"883",130157,"9G",9,1,"9&10",0,0.575,"A great deal","Average","20-25 min","Somewhat effective","10-15 min",0.943039,0,0,"teacher_17",3,3,3,13,3,3,1,0,0,1,"control",1,8,0,0,TRUE
"884",130158,"9E",9,4,"3",0.4,0,"Nothing at all","Very poorly","0-5 min","Ineffective","0-5 min",0.778039,1,0,"teacher_6",4,3,2,6,2,4,1,1,1,3,"vanilla",0,7,1,0,TRUE
"885",130158,"9E",9,1,"8",1,0.35,"A little","Average","15-20 min","Ineffective","0-5 min",0.778039,1,0,"teacher_6",4,3,2,6,2,4,1,1,1,3,"vanilla",0,7,1,0,TRUE
"886",130158,"9E",9,2,"8",0.2,0.125,"Nothing at all","Very poorly","0-5 min","Ineffective","0-5 min",0.778039,1,0,"teacher_6",4,3,2,6,2,4,1,1,1,3,"vanilla",0,7,1,0,TRUE
"887",130158,"9E",9,3,"6",0.2,0,"Nothing at all","Very poorly","0-5 min","Ineffective","0-5 min",0.778039,1,0,"teacher_6",4,3,2,6,2,4,1,1,1,3,"vanilla",0,7,1,0,TRUE
"888",130159,"9H",9,4,"3",0.6,0.571428571428571,"A litttle","Average","20-25 min","Neutral","10-15 min",0.972647,0,1,"teacher_2",4,2,2,1,2,3,1,0,0,2,"augmented",1,8,1,0,TRUE
"889",130159,"9H",9,3,"5",0.4,0.104166666666667,"A litttle","Average","20-25 min","Somewhat ineffective","0-5 min",0.972647,0,1,"teacher_2",4,2,2,1,2,3,1,0,0,2,"augmented",1,8,1,0,TRUE
"890",130159,"9H",9,1,"9&10",0.75,0.05,"Moderately","Average","20-25 min","Neutral","5-10 min",0.972647,0,1,"teacher_2",4,2,2,1,2,3,1,0,0,2,"augmented",1,8,1,0,TRUE
"891",130159,"9H",9,2,"1",0.4,0.45,"A little","Average","20-25 min","Neutral","5-10 min",0.972647,0,1,"teacher_2",4,2,2,1,2,3,1,0,0,2,"augmented",1,8,1,0,TRUE
"892",130160,"9G",9,1,"9&10",0.5,0.5,"Moderately","Average","15-20 min","Ineffective","10-15 min",0.914445,0,0,"teacher_17",3,2,3,1,0,4,0,0,0,1,"control",0,8,1,0,TRUE
"893",130160,"9G",9,2,"8",0.8,0.8,"Moderately","Above average","10-15 min","Ineffective",NA,0.914445,0,0,"teacher_17",3,2,3,1,0,4,0,0,0,1,"control",0,8,1,0,TRUE
"894",130160,"9G",9,4,"3",0.4,0.25,"A litttle","Below average","15-20 min","Somewhat ineffective",NA,0.914445,0,0,"teacher_17",3,2,3,1,0,4,0,0,0,1,"control",0,8,1,0,TRUE
"895",130160,"9G",9,3,"5",0,0.0458333333333333,"A litttle","Very poorly","15-20 min","Somewhat ineffective",NA,0.914445,0,0,"teacher_17",3,2,3,1,0,4,0,0,0,1,"control",0,8,1,0,TRUE
"896",130161,"9T",9,2,"1",0.4,0.85,"A little","Above Average","15-20 min","Somewhat effective","15-20 min",0.840817,0,1,"teacher_4",3,3,2,1,6,3,1,0,0,2,"augmented",1,8,0,0,TRUE
"897",130161,"9T",9,1,"9&10",0.75,0.575,"Moderately","Average","25-30 min","Somewhat effective","25-30 min",0.840817,0,1,"teacher_4",3,3,2,1,6,3,1,0,0,2,"augmented",1,8,0,0,TRUE
"898",130161,"9T",9,3,"5",0.8,0.0416666666666667,"Nothing at all","Very poorly","25-30 min","Neutral","20-25 min",0.840817,0,1,"teacher_4",3,3,2,1,6,3,1,0,0,2,"augmented",1,8,0,0,TRUE
"899",130162,"9O",9,4,"5",0,0,"Nothing at all","Very poorly",NA,"Ineffective",NA,0.688366,0,1,"teacher_10",5,0,0,1,1,1,0,0,0,4,"augmented",0,6,2,0,TRUE
"900",130162,"9O",9,2,"8",0,0.175,"A litttle","Very poorly","5-10 min","Ineffective","0-5 min",0.688366,0,1,"teacher_10",5,0,0,1,1,1,0,0,0,4,"augmented",0,6,2,0,TRUE
"901",130162,"9O",9,1,"9&10",0,0.25,"Nothing at all","Very poorly","15-20 min","Ineffective","0-5 min",0.688366,0,1,"teacher_10",5,0,0,1,1,1,0,0,0,4,"augmented",0,6,2,0,TRUE
"902",130162,"9O",9,3,"6",0.2,0,"Nothing at all","Very poorly","0-5 min","Ineffective","25-30 min",0.688366,0,1,"teacher_10",5,0,0,1,1,1,0,0,0,4,"augmented",0,6,2,0,TRUE
"903",130163,"9R",9,3,"6",0.2,0.175,NA,NA,NA,NA,NA,0.938235,0,0,"teacher_15",4,2,2,1,2,4,1,1,0,1,"control",1,4,2,0,FALSE
"904",130163,"9R",9,2,"1",0.2,0.45,"Moderately","Average","10-15 min","Somewhat effective","10-15 min",0.938235,0,0,"teacher_15",4,2,2,1,2,4,1,1,0,1,"control",1,4,2,0,FALSE
"905",130163,"9R",9,1,"9&10",0.75,0.525,"Quite a lot","Average","20-25 min","Effective","25-30 min",0.938235,0,0,"teacher_15",4,2,2,1,2,4,1,1,0,1,"control",1,4,2,0,FALSE
"906",130163,"9R",9,4,"6",0.8,0.337797619047619,"A great deal","Above average","10-15 min","Somewhat effective","15-20 min",0.938235,0,0,"teacher_15",4,2,2,1,2,4,1,1,0,1,"control",1,4,2,0,FALSE
"907",130165,"9N",9,1,"9&10",1,0.675,"Quite a lot","Average","15-20 min","Ineffective",NA,0.91134,1,0,"teacher_4",4,2,2,1,1,3,0,0,0,0,"vanilla",1,7,1,0,TRUE
"908",130165,"9N",9,4,"3",0.6,0.817460317460317,"Moderately","Average","15-20 min","Somewhat ineffective",NA,0.91134,1,0,"teacher_4",4,2,2,1,1,3,0,0,0,0,"vanilla",1,7,1,0,TRUE
"909",130165,"9N",9,3,"6",0.2,0.0770833333333333,"Nothing at all","Average","15-20 min","Ineffective",NA,0.91134,1,0,"teacher_4",4,2,2,1,1,3,0,0,0,0,"vanilla",1,7,1,0,TRUE
"910",130166,"9K",9,4,"3",0.6,0.267857142857143,"A great deal","Excellent","0-5 min","Somewhat ineffective","25-30 min",0.845588,0,0,"teacher_14",3,1,2,1,3,4,0,0,1,0,"control",0,8,1,0,TRUE
"911",130167,"10N",10,2,"3",0.8,0.306746031746032,"Quite a lot","Below average","15-20 min","Neutral","10-15 min",0.790179,0,1,"teacher_17",5,3,3,2,4,4,0,1,0,0,"augmented",1,4,3,0,FALSE
"912",130167,"10N",10,3,"7",0.2,0.21875,"Quite a lot","Average","15-20 min","Neutral","15-20 min",0.790179,0,1,"teacher_17",5,3,3,2,4,4,0,1,0,0,"augmented",1,4,3,0,FALSE
"913",130167,"10N",10,4,"6",0.2,0.198214285714286,"A litttle","Very poorly","15-20 min","Neutral","15-20 min",0.790179,0,1,"teacher_17",5,3,3,2,4,4,0,1,0,0,"augmented",1,4,3,0,FALSE
"914",130167,"10N",10,1,"8",0,0,"Nothing at all","Average","10-15 min","Somewhat ineffective","20-25 min",0.790179,0,1,"teacher_17",5,3,3,2,4,4,0,1,0,0,"augmented",1,4,3,0,FALSE
"915",130168,"9P",9,2,"1",0.8,0.55,"Quite a lot","Above Average","20-25 min","Neutral","15-20 min",0.913072,0,1,"teacher_19",4,3,3,0.5,3,3,1,1,0,3,"augmented",0,7,1,0,TRUE
"916",130168,"9P",9,4,"3",1,0.437003968253968,"A litttle","Below average","20-25 min","Somewhat ineffective","20-25 min",0.913072,0,1,"teacher_19",4,3,3,0.5,3,3,1,1,0,3,"augmented",0,7,1,0,TRUE
"917",130168,"9P",9,3,"4",1,0.354166666666667,"A litttle","Below average","15-20 min","Ineffective","25-30 min",0.913072,0,1,"teacher_19",4,3,3,0.5,3,3,1,1,0,3,"augmented",0,7,1,0,TRUE
"918",130168,"9P",9,1,"9&10",1,0.65,"A litttle","Below average","15-20 min","Neutral","5-10 min",0.913072,0,1,"teacher_19",4,3,3,0.5,3,3,1,1,0,3,"augmented",0,7,1,0,TRUE
"919",130169,"9O",9,3,"6",0.4,0.0458333333333333,"Nothing at all","Very poorly",NA,"Somewhat ineffective",NA,0.844804,0,1,"teacher_10",2,1,0,3,5,2,1,1,0,0,"augmented",1,8,0,0,TRUE
"920",130169,"9O",9,1,"9&10",0.25,0.45,"A litttle","Very poorly","15-20 min","Neutral","25-30 min",0.844804,0,1,"teacher_10",2,1,0,3,5,2,1,1,0,0,"augmented",1,8,0,0,TRUE
"921",130169,"9O",9,2,"8",0.4,0.275,"A litttle","Very poorly","15-20 min","Neutral","15-20 min",0.844804,0,1,"teacher_10",2,1,0,3,5,2,1,1,0,0,"augmented",1,8,0,0,TRUE
"922",130170,"9R",9,4,"6",0.2,0.125,"A litttle","Below average","10-15 min","Somewhat ineffective","0-5 min",0.803758,0,0,"teacher_15",4,0,2,0,2,3,1,0,0,1,"control",0,8,1,0,TRUE
"923",130170,"9R",9,2,"1",0.6,0.5,"Quite a lot","Average","15-20 min","Effective","0-5 min",0.803758,0,0,"teacher_15",4,0,2,0,2,3,1,0,0,1,"control",0,8,1,0,TRUE
"924",130170,"9R",9,3,"6",0,0.025,"A litttle","Very poorly","25-30 min","Ineffective","0-5 min",0.803758,0,0,"teacher_15",4,0,2,0,2,3,1,0,0,1,"control",0,8,1,0,TRUE
"925",130170,"9R",9,1,"9&10",0.5,0.5,"A litttle","Below average","15-20 min","Neutral","0-5 min",0.803758,0,0,"teacher_15",4,0,2,0,2,3,1,0,0,1,"control",0,8,1,0,TRUE
"926",130171,"9M",9,3,"6",0.2,0.129166666666667,"A litttle","Below average","15-20 min","Somewhat ineffective",NA,0.907214,0,0,"teacher_2",3,3,2,3,1,4,0,1,0,0,"control",1,7,0,0,TRUE
"927",130171,"9M",9,1,"9&10",0,0.45,"Quite a lot","Average","10-15 min",NA,"0-5 min",0.907214,0,0,"teacher_2",3,3,2,3,1,4,0,1,0,0,"control",1,7,0,0,TRUE
"928",130171,"9M",9,4,"3",0.4,0.4375,"A litttle","Below average","15-20 min","Somewhat ineffective","15-20 min",0.907214,0,0,"teacher_2",3,3,2,3,1,4,0,1,0,0,"control",1,7,0,0,TRUE
"929",130172,"9M",9,4,"3",0.6,0.368055555555556,"Quite a lot","Average","15-20 min","Effective",NA,0.893856,0,0,"teacher_2",3,2,3,0,2,3,1,1,0,2,"control",0,6,0,0,TRUE
"930",130172,"9M",9,3,"6",0.4,0.05,"Quite a lot","Above average","20-25 min","Somewhat effective",NA,0.893856,0,0,"teacher_2",3,2,3,0,2,3,1,1,0,2,"control",0,6,0,0,TRUE
"931",130172,"9M",9,2,"1",0.6,0.375,"Moderately","Average","5-10 min","Neutral","-",0.893856,0,0,"teacher_2",3,2,3,0,2,3,1,1,0,2,"control",0,6,0,0,TRUE
"932",130172,"9M",9,1,"9&10",0.5,0.35,"A litttle","Below average","10-15 min","Somewhat ineffective",NA,0.893856,0,0,"teacher_2",3,2,3,0,2,3,1,1,0,2,"control",0,6,0,0,TRUE
"933",130173,"9R",9,1,"9&10",0.5,0.375,"Moderately","Average","15-20 min","Neutral",NA,0.915523,0,0,"teacher_15",4,2,2,1,1,4,0,0,0,0,"control",1,2,1,0,FALSE
"934",130173,"9R",9,3,"6",0.2,0.0770833333333333,"A litttle","Below average","20-25 min","Neutral",NA,0.915523,0,0,"teacher_15",4,2,2,1,1,4,0,0,0,0,"control",1,2,1,0,FALSE
"935",130173,"9R",9,4,"6",0.2,0.348214285714286,"Moderately","Below average","15-20 min","Somewhat effective",NA,0.915523,0,0,"teacher_15",4,2,2,1,1,4,0,0,0,0,"control",1,2,1,0,FALSE
"936",130173,"9R",9,2,"1",0.4,0.5,"Moderately","Below Average","20-25 min","Neutral","-",0.915523,0,0,"teacher_15",4,2,2,1,1,4,0,0,0,0,"control",1,2,1,0,FALSE
"937",130174,"9J",9,4,"5",0.4,0.0357142857142857,"Moderately","Below average","15-20 min","Neutral","15-20 min",0.751438,1,0,"teacher_9",3,3,2,2,6,3,1,1,0,2,"vanilla",0,8,0,0,TRUE
"938",130174,"9J",9,3,"5",0.4,0,"A litttle","Below average","15-20 min","Neutral","15-20 min",0.751438,1,0,"teacher_9",3,3,2,2,6,3,1,1,0,2,"vanilla",0,8,0,0,TRUE
"939",130174,"9J",9,1,"8",0.5,0.525,NA,NA,NA,NA,NA,0.751438,1,0,"teacher_9",3,3,2,2,6,3,1,1,0,2,"vanilla",0,8,0,0,TRUE
"940",130174,"9J",9,2,"8",0.2,0.575,"A great deal","Average","10-15 min","Neutral","15-20 min",0.751438,1,0,"teacher_9",3,3,2,2,6,3,1,1,0,2,"vanilla",0,8,0,0,TRUE
"941",130177,"9G",9,1,"9&10",0.25,0.425,"Moderately","Average","15-20 min","Ineffective","0-5 min",0.821503,0,0,"teacher_17",4,2,1,1,2,3,1,0,0,0,"control",1,8,1,0,TRUE
"942",130177,"9G",9,3,"5",0,0.05625,"A litttle","Below average","25-30 min","Ineffective","0-5 min",0.821503,0,0,"teacher_17",4,2,1,1,2,3,1,0,0,0,"control",1,8,1,0,TRUE
"943",130177,"9G",9,2,"8",0.2,0.5,"A litttle","Average","25-30 min","Ineffective",NA,0.821503,0,0,"teacher_17",4,2,1,1,2,3,1,0,0,0,"control",1,8,1,0,TRUE
"944",130177,"9G",9,4,"3",0.2,0.321428571428571,"A litttle","Below average","25-30 min","Ineffective","0-5 min",0.821503,0,0,"teacher_17",4,2,1,1,2,3,1,0,0,0,"control",1,8,1,0,TRUE
"945",130179,"9F",9,2,"8",0.2,0.225,"A litttle","Very poorly",NA,"Somewhat ineffective","15-20 min",0.76701,1,0,"teacher_7",6,1,3,1,1,1,1,1,1,0,"vanilla",1,6,6,0,TRUE
"946",130179,"9F",9,4,"3",0.6,0,"Nothing at all","Very poorly","5-10 min","Somewhat ineffective","5-10 min",0.76701,1,0,"teacher_7",6,1,3,1,1,1,1,1,1,0,"vanilla",1,6,6,0,TRUE
"947",130179,"9F",9,3,"4",0.8,0.129166666666667,"Nothing at all","Very poorly","15-20 min","Somewhat ineffective","10-15 min",0.76701,1,0,"teacher_7",6,1,3,1,1,1,1,1,1,0,"vanilla",1,6,6,0,TRUE
"948",130179,"9F",9,1,"9&10",0.75,0.05,"A litttle","Very poorly","5-10 min","Ineffective","25-30 min",0.76701,1,0,"teacher_7",6,1,3,1,1,1,1,1,1,0,"vanilla",1,6,6,0,TRUE
"949",130180,"9H",9,2,"1",0.6,0.55,"Moderately","Average","20-25 min","Somewhat effective","15-20 min",0.965392,0,1,"teacher_2",5,2,2,2,1,3,1,1,0,2,"augmented",0,7,5,0,TRUE
"950",130180,"9H",9,1,"9&10",1,0.55,"A litttle","Average","20-25 min","Ineffective","5-10 min",0.965392,0,1,"teacher_2",5,2,2,2,1,3,1,1,0,2,"augmented",0,7,5,0,TRUE
"951",130180,"9H",9,4,"3",1,0.1875,"Moderately","Average","25-30 min","Effective","5-10 min",0.965392,0,1,"teacher_2",5,2,2,2,1,3,1,1,0,2,"augmented",0,7,5,0,TRUE
"952",130180,"9H",9,3,"5",1,0.160416666666667,"Moderately",NA,"25-30 min","Effective","10-15 min",0.965392,0,1,"teacher_2",5,2,2,2,1,3,1,1,0,2,"augmented",0,7,5,0,TRUE
"953",130181,"9T",9,3,"5",0.8,0.275,"Moderately","Very poorly","15-20 min","Somewhat ineffective","15-20 min",0.915931,0,1,"teacher_4",2,4,3,13,3,3,1,0,0,0,"augmented",1,8,0,0,TRUE
"954",130181,"9T",9,2,"1",0.4,0.375,"Moderately","Average","10-15 min","Neutral","20-25 min",0.915931,0,1,"teacher_4",2,4,3,13,3,3,1,0,0,0,"augmented",1,8,0,0,TRUE
"955",130181,"9T",9,1,"9&10",0.75,0.25,"Moderately","Below average","10-15 min","Somewhat effective","25-30 min",0.915931,0,1,"teacher_4",2,4,3,13,3,3,1,0,0,0,"augmented",1,8,0,0,TRUE
"956",130181,"9T",9,4,"3",1,0.1875,"Moderately","Very poorly","10-15 min","Somewhat ineffective","15-20 min",0.915931,0,1,"teacher_4",2,4,3,13,3,3,1,0,0,0,"augmented",1,8,0,0,TRUE
"957",130182,"9S",9,1,"9&10",0.75,0.6,"Quite a lot","Above average","25-30 min","Effective","0-5 min",0.958137,0,0,"teacher_17",3,0,4,1,3,4,1,0,0,0,"control",0,7,0,0,TRUE
"958",130182,"9S",9,2,"8",0.6,0.625,"A great deal","Excellent","0-5 min","Effective","0-5 min",0.958137,0,0,"teacher_17",3,0,4,1,3,4,1,0,0,0,"control",0,7,0,0,TRUE
"959",130182,"9S",9,3,"5",0.8,0.5,"Moderately","Excellent","15-20 min","Effective","0-5 min",0.958137,0,0,"teacher_17",3,0,4,1,3,4,1,0,0,0,"control",0,7,0,0,TRUE
"960",130182,"9S",9,4,"3",0.4,0.451388888888889,NA,NA,NA,NA,NA,0.958137,0,0,"teacher_17",3,0,4,1,3,4,1,0,0,0,"control",0,7,0,0,TRUE
"961",130183,"9F",9,3,"4",0.4,0.05,"Nothing at all","Below average","0-5 min","Ineffective","25-30 min",0.806765,1,0,"teacher_7",4,3,4,0,1,3,1,1,0,3,"vanilla",1,6,2,0,TRUE
"962",130183,"9F",9,2,"8",0.4,0.575,"Nothing at all","Below average","10-15 min","Somewhat ineffective","20-25 min",0.806765,1,0,"teacher_7",4,3,4,0,1,3,1,1,0,3,"vanilla",1,6,2,0,TRUE
"963",130183,"9F",9,1,"9&10",0.25,0.575,NA,NA,NA,NA,NA,0.806765,1,0,"teacher_7",4,3,4,0,1,3,1,1,0,3,"vanilla",1,6,2,0,TRUE
