"goodroadv","transport","pro3","tapwater","roadv","rm2c7d","rm2c7e","rm2c7g","animal_s","agrvisit","plant_s","agrext","irrigation","rm2c7c","pro5","pro4","rm2c7b","useschool","kgarten","v_prischool","broadcast","post","vpost","rm2c7a","rm2c7f","market","nonfarm","vmarket1","vmarket2","vmarket3","treatment","id_district","lnarea","lnpopden","city","reg8","rnongnghiep","rcongnghiep","rdichvu","year","tinh","post_treat"
0,0,0,0,0,0.0513698644936085,0,0.223458901047707,1,0.12,0,0,1,0.0170154515653849,0,0,0.0254253856837749,0,1,0,1,0,0,0.223458901047707,0,1,1,0,0,0,0,"221d5",1.7538845539093,5.30916357040405,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0.0127064799889922,0,0,1,0.15,0,0,1,0.157988995313644,0,0,0.000767557881772518,0,1,0,1,1,0,0.123888179659843,0,0,1,0,0,0,0,"221d7",3.39114713668823,3.97022843360901,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0.00462962966412306,0,0,1,0.5,0,0,0,0.213351681828499,0,1,0.00332645094022155,0,1,1,1,1,1,0.0537037029862404,0,0,0,0,0,0,0,"221d7",2.55567574501038,5.12218761444092,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0.0208183769136667,0,0,1,0.1,0,0,1,0.303900063037872,0,0,0.0131690017879009,0,1,0,1,1,0,0.0466618798673153,0,0,1,1,0,0,0,"221d7",2.27006196975708,4.96915292739868,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,1,0,1,0.0353356897830963,0,0,1,0.15,0,0,1,0.725179076194763,0,1,0.0220474656671286,0,1,0,1,0,0,0.166077733039856,0,1,0,0,0,0,0,"221d7",3.73981022834778,3.51507449150085,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0.120462045073509,0,0,1,0.15,0,0,1,0.0999247580766678,0,1,0.125357404351234,0,1,1,1,1,0,0.196369633078575,0,1,0,0,0,0,0,"221d7",4.09667539596558,3.00335192680359,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,0,0,0,0,0,0,1,0.03,1,0,1,0,0,0,0.00602409616112709,0,1,0,1,1,0,0.0878542512655258,0,1,0,0,0,0,0,"221d9",2.17247629165649,5.63949728012085,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,0,0,0,0.0188244339078665,0.040338072925806,0.00422589341178536,1,0.04,0,0,1,0.0269080642610788,0,0,0.0441823750734329,0,1,0,1,1,0,0.293891668319702,0.000384172104531899,1,0,0,0,0,0,"221d9",2.41591382026672,5.44850635528564,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0,0,0,1,0.05,0,0,1,0.00913381017744541,0,1,0.0266402792185545,0,0,0,1,1,0,0.0770416036248207,0,1,1,0,0,0,0,"221d9",2.28848624229431,5.79638433456421,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0.0168230347335339,0,0,1,0.05,0,0,1,0.0842223465442657,0,1,0.0245648510754108,0,1,0,1,1,1,0.0546748638153076,0,1,0,1,1,1,0,"221d9",2.8100049495697,5.22624492645264,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0.0207468885928392,0,0,1,0.04,0,0,0,0.0480769239366055,1,1,0.0910456702113152,0,0,1,1,1,1,0.013831258751452,0,0,0,0,0,0,0,"221d9",1.33762919902802,5.2457799911499,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,1,0,0,0.0137228863313794,0,0,1,0.05,0,0,1,0.0170200057327747,1,1,0.0258783716708422,0,1,0,1,1,0,0.061974324285984,0,0,0,0,0,0,0,"221d9",2.32630157470703,5.39637613296509,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0,0,0,1,0.06,1,0,0,0,0,1,0.00897301081568003,0,1,0,0,1,0,0.140886411070824,0,1,0,0,0,0,0,"221d9",2.53607487678528,5.59751224517822,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0.00241935485973954,0,0,1,0.2,1,0,0,0,0,0,0.00294233043678105,0,1,0,1,1,0,0.403225809335709,0,1,0,0,0,0,0,"221d9",1.58103847503662,5.54182815551758,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0.0654475465416908,0,0,1,0.08,1,0,1,0,0,1,0.00351344794034958,0,1,0,0,1,0,0.3609239757061,0,0,0,0,0,0,0,"221d11",2.42798352241516,5.21117782592773,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0.000733675726223737,0,0,1,0.08,0,0,1,0,0,0,0.0173347778618336,0,1,0,1,1,0,0.0183418933302164,0,0,0,0,0,0,0,"221d11",2.4849066734314,5.42568397521973,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0,0,0,1,0.12,1,0,1,0,0,0,0.0230938736349344,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"221d11",2.64936113357544,5.28443574905396,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,1,0,1,0,0,0,1,0.12,1,0,1,0.0130818709731102,1,1,0.0043606236577034,0,1,0,1,1,1,0.132275134325027,0,0,0,0,0,0,0,"221d11",2.7725887298584,4.95406484603882,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0.00189125293400139,0,0,1,0.04,0,0,0,0.00295896059833467,0,0,0.0142802009359002,0,1,1,1,1,1,0.0453900694847107,0,0,0,0,0,0,0,"221d11",2.3997118473053,5.25709819793701,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0,0,0,1,0.08,0,0,1,0,0,0,0.00135936727747321,0,1,0,1,1,0,0,0.00984251964837313,1,0,0,0,0,0,"221d11",2.0794415473938,5.53733444213867,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0.0528233163058758,0.291438966989517,0.812386155128479,0,0.15,0,0,1,1,0,1,0.117141738533974,0,0,0,1,1,0,0.673952639102936,0.0546448081731796,1,0,0,0,0,0,"221d13",3.6262059211731,2.68189263343811,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,1,1,0.0240700226277113,0.492341369390488,0.249452948570251,1,0.35,0,0,1,1,0,0,0.101527616381645,0,0,1,1,1,0,0.288840264081955,0.568927764892578,1,0,0,0,0,0,"221d13",4.26268005371094,2.55515074729919,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,0,0,0,1,0.0144369583576918,0,0,1,0.03,0,0,1,0.0190940909087658,1,1,0.0206852648407221,0,0,0,1,1,0,0.192492783069611,0,0,0,0,0,0,0,"221d15",2.93598222732544,4.70317888259888,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,0,0,1,0,0,0,1,0.04,0,0,1,0,0,0,0,0,0,1,1,1,0,0.0263591427356005,0,1,0,0,0,0,0,"221d15",3.15700030326843,4.86096620559692,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,0,0,1,0,0,0,1,0.07,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,"221d15",4.02535152435303,3.99590444564819,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0.0244932435452938,0,0,1,0.04,0,0,0,0.335552752017975,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,"221d15",2.7725887298584,4.99721240997314,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0.0049975011497736,0.049975011497736,0,1,0.15,1,0,1,0,0,1,0.00496401078999043,1,1,1,1,0,1,0,0,1,1,1,0,0,0,"221d15",3.33220458030701,4.26919794082642,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0,0,0,1,0.06,0,0,1,0.0110377455130219,0,0,0.0147826941683888,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"221d15",2.7180004119873,5.00777101516724,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,1,0,1,0.0244988854974508,0,0.384409785270691,1,0.04,1,0,1,0.367469310760498,0,0,0.0174064412713051,0,0,0,1,1,0,0.0890868604183197,0,1,0,0,0,0,0,"221d15",3.26994895935059,4.44651174545288,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0,0,0,1,0.01,0,0,0,0.0054035410284996,1,0,0.0306967124342918,0,1,1,1,0,0,0,0,1,1,0,0,0,0,"221d17",1.92132461071014,5.72741508483887,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0.0444856360554695,0.00880444888025522,0.254402220249176,1,0.03,0,0,1,0.0466002002358437,0,0,0.0114260111004114,1,1,1,1,1,0,0,0,1,0,0,0,0,0,"221d17",2.50878596305847,5.16815137863159,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0,0,0.0235849060118198,1,0.02,1,0,1,0.00380186829715967,0,1,0.0130349770188332,0,1,0,0,1,0,0.146226420998573,0,1,1,0,0,0,0,"221d17",2.42833638191223,5.2308349609375,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0.00914285704493523,0,0.066285714507103,1,0.07,1,0,0,0,1,1,0.00144413812085986,0,1,0,1,1,1,0.0799999982118607,0,0,1,1,1,0,0,"221d17",2.66951727867126,4.79785394668579,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,0,0,1,0,0,0,1,0.04,1,0,1,0.0129665127024055,0,0,0.0180403646081686,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"221d17",2.25863313674927,5.42523097991943,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,1,0,1,0,0,0,1,0.06,1,0,1,0.0114754093810916,0,0,0.00622950820252299,0,1,1,1,0,0,0.0111627904698253,0,0,1,0,0,0,0,"221d17",2.20386910438538,5.46935415267944,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,0,1,0,1,0,0,0,1,0.11,1,0,1,0,0,1,0.00165216438472271,0,1,0,0,1,0,0.103252455592155,0,0,0,0,0,0,0,"221d19",2.04122018814087,5.52767515182495,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0,0,0,1,0.12,1,0,0,0,0,0,0.00305548775941133,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"221d19",2.53369688987732,5.06420135498047,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0,0.0571428574621677,0,1,0.12,1,0,0,0.105862699449062,0,0,0.047387607395649,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"221d19",2.20276474952698,5.26460647583008,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,0,0,1,0.0114754093810916,0,0,1,0.02,1,0,0,0.00453879963606596,0,0,0.0084919473156333,1,0,0,1,1,0,0.0704918056726456,0,0,1,0,0,0,0,"221d19",1.84054970741272,5.67152166366577,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0.00547345355153084,0.00437876302748919,0,1,0.03,0,0,0,0.0038276466075331,0,0,0.00546806631609797,0,1,1,0,1,1,0.0164203606545925,0.0010946907568723,0,1,0,0,0,0,"221d19",2.10046887397766,5.40996170043945,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
0,1,1,0,1,0,0,0,1,0.12,0,0,1,0.00493583409115672,0,0,0.00493583409115672,0,1,0,1,1,0,0.158515021204948,0,1,0,0,0,0,0,"221d19",2.15176224708557,5.28485488891602,0,2,0.234935790300369,-0.615547776222229,0.178867280483246,2006,221,0
1,1,1,0,1,0,0,0,1,0.08,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,"225d3",4.71671152114868,1.73533737659454,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0,0,0,1,0.04,0,0,0,0,1,0,0.00462995935231447,1,1,0,1,1,0,0.0992729291319847,0.00447427295148373,1,1,1,0,0,0,"225d3",4.1588830947876,4.02311706542969,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
0,1,1,0,0,0,0,0,1,0.04,1,0,1,0,0,0,0.00578201794996858,0,1,0,1,0,1,0.0283055454492569,0,1,1,1,0,0,0,"225d5",3.17387843132019,4.68127870559692,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0,0,0,1,0.06,0,0,1,0,0,0,0,0,1,1,1,0,0,0.13059701025486,0,0,1,0,0,0,0,"225d6",3.53456211090088,3.44271922111511,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,0,0,0,1,0.00131319765932858,0,0,1,0.02,0,0,1,0.0295534860342741,0,0,0.00192740117199719,0,1,1,1,1,0,0.130006566643715,0,0,1,0,0,0,0,"225d6",3.66125130653381,3.66718602180481,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
0,0,0,0,0,0,0.441132634878159,1,0,0.02,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,"225d7",4.13772344589233,2.3710458278656,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
0,0,0,0,0,0,0,0.319290459156036,1,0.09,1,0,1,0.137389600276947,0,0,0.0353287532925606,0,0,1,1,1,1,0.115299336612225,0,0,0,0,0,0,0,"225d11",2.49979519844055,3.61167192459106,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,0,1,0,1,0.0143513204529881,0,0.640068888664246,1,0.06,0,0,1,0.00404530763626099,0,1,0.00485436897724867,0,0,1,1,1,0,0.177382320165634,0,0,0,0,0,0,0,"225d12",4.23627805709839,3.22651100158691,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,0,0,0,1,0.0431034490466118,0,0,1,0.1,1,0,1,0.041724618524313,0,0,0.0317107103765011,0,0,0,0,1,0,0.42980295419693,0,0,1,1,0,0,0,"225d12",3.7164945602417,2.98300576210022,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,0,0,1,0.0339233055710793,0,0,1,0.02,0,0,1,0.122076779603958,1,0,0.11472275108099,0,0,1,0,0,0,0.0176991149783134,0.00294985249638557,1,0,0,0,0,0,"225d13",4.01014757156372,3.20214700698853,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,0,0,1,0,0.0580514892935753,0.142352342605591,1,0.04,0,0,0,0.130929797887802,1,1,0.0132827321067452,1,1,0,0,1,1,0,0,0,1,0,0,0,0,"225d17",3.34603691101074,4.24532032012939,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0.0205949656665325,0.171624720096588,0,0,0.06,0,0,1,0.265036672353745,0,0,0.0449877753853798,0,1,1,1,1,0,0.251716256141663,0.0114416480064392,1,1,0,0,0,0,"225d19",4.32677793502808,1.75315511226654,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0,0,0.0557851232588291,1,0.04,1,0,1,0.00861873477697372,0,1,0.00136085285339504,1,0,1,1,0,0,0.150826439261436,0.0557851232588291,0,1,0,0,0,0,"225d19",4.26829767227173,2.60693430900574,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,0,0,1,0.0174842160195112,0.4783875644207,0,1,0.05,1,0,1,0.027067668735981,1,0,0.00929596740752459,0,1,0,1,1,0,0.191840693354607,0.0155415246263146,1,1,0,0,0,0,"225d21",2.3223876953125,5.30758810043335,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,0,0,1,0,0,0,1,0.03,1,0,1,0.0482677258551121,0,0,0.00160892412532121,0,1,0,0,1,0,0.150234743952751,0.0136577039957047,1,0,0,0,0,0,"225d21",4.0569543838501,3.70223331451416,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0,0.00211976678110659,0,1,0.04,1,0,0,0.036939661949873,0,0,0.00131457869429141,0,1,1,0,1,1,0.190779015421867,0,1,1,1,0,0,0,"225d21",2.34564447402954,5.19709920883179,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0,0.00248447200283408,0,1,0.04,1,0,0,0.013513513840735,1,1,0.00413354532793164,0,1,0,0,1,0,0.201863348484039,0.00372670800425112,1,0,0,0,0,0,"225d21",4.41908168792725,2.96490788459778,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0.00145348836667836,0.208817824721336,0,1,0.03,1,0,1,0.00682593835517764,0,0,0.0150739476084709,1,1,0,1,1,0,0.152616277337074,0.00532945757731795,0,1,1,0,0,0,"225d21",1.84054970741272,5.79185152053833,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0.00641773641109467,0.370478421449661,0,1,0.04,1,0,1,0.0149535425007343,0,0,0.0142276426777244,1,1,0,1,1,0,0.182030335068703,0.00408401386812329,1,1,0,0,0,0,"225d21",2.70805025100708,4.73853492736816,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,0,0,1,0.000603500287979841,0,0.0573325268924236,1,0.06,1,0,0,0.0562120713293552,0,0,0.00399233493953943,0,1,0,1,1,0,0.0271575134247541,0,0,1,0,0,0,0,"225d25",2.82256865501404,4.5901951789856,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,0,0,1,0,0,0.0282426774501801,1,0.1,0,0,1,0.0337628237903118,0,0,0.00393700785934925,0,1,1,1,1,0,0.00418410031124949,0,1,1,0,0,0,0,"225d25",3.29583692550659,4.26006841659546,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,0,0,1,0,0,0.0680597051978111,1,0.06,0,0,1,0.0462721586227417,0,0,0.00260688224807382,1,0,1,1,0,0,0.0232835821807384,0,0,0,1,0,0,0,"225d25",3.40119743347168,4.0223708152771,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0,0,0.121035061776638,1,0.05,0,0,1,0.0914162322878838,0,1,0.000899766047950834,0,0,0,1,1,0,0.0584307163953781,0,1,0,0,0,0,0,"225d25",2.68102145195007,4.40738725662231,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
1,1,1,0,1,0,0,0.0490240566432476,1,0.05,0,0,1,0.0567716248333454,1,1,0.00327753718011081,0,0,0,1,1,0,0.0204266905784607,0,1,1,0,0,0,0,"225d25",2.43536615371704,5.26220893859863,0,2,-0.250606387853622,2.12718796730042,1.59126234054565,2006,225,0
0,1,1,0,1,0,0,0,1,0.03,0,0,1,0,0,1,0.111646361649036,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"301d5",5.21793127059937,1.29232704639435,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,0,0,1,0.993506491184235,0.108225107192993,0,0,0.03,0,0,1,1,0,1,0.0136239780113101,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"301d5",7.20702981948853,-1.07146501541138,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,1,1,0,0,0.18141096830368,0.324748039245605,1,1,0.1,0,0,1,0.992024898529053,0,1,0.136160284280777,0,1,1,0,1,1,0.37290033698082,0.991041421890259,0,1,0,0,0,0,"301d5",5.12921810150146,1.66536855697632,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,1,1,0,0,0,0.168918922543526,0.834459483623505,1,0.02,0,0,0,0.153798252344131,0,1,0.287671238183975,0,0,0,0,1,0,0.0202702693641186,0.834459483623505,0,0,0,0,0,0,"301d5",5.46388673782349,0.226472526788712,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,1,1,0,1,0,0,0,1,0,0,0,1,0.800000011920929,0,1,0.072826087474823,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"301d5",4.68213129043579,0.405465096235275,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,0,1,0,1,0,0.359424918889999,0.819488823413849,1,0.03,0,0,1,0.974094986915588,0,1,0.181002989411354,0,0,0,0,1,0,0.118210859596729,0.819488823413849,0,0,0,0,0,0,"301d7",3.10324048995972,3.33610987663269,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,1,0,0,1,0,0,0,0,0.03,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,"301d7",3.53575730323792,3.38194823265076,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,1,1,0,0,0.823199272155762,0,0.958840012550354,0,0.01,0,0,1,0.879510283470154,0,1,0.0209407210350037,0,0,0,1,1,0,0.116931714117527,1,1,1,0,0,0,0,"301d7",4.20618391036987,2.76829481124878,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,0,0.362318843603134,0,1,0,0.04,0,0,1,0.965828478336334,0,1,0.15087041258812,0,0,1,1,0,0,0.144927531480789,0,0,0,0,0,0,0,"301d7",3.82489514350891,1.79550564289093,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,1,1,0,0,0.555223882198334,0,1,0,0.05,0,0,1,1,0,1,0.239572733640671,0,0,1,0,0,0,0.119402982294559,0,0,0,0,0,0,0,"301d7",3.5154185295105,2.29871201515198,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,1,1,0,1,0,0,0.105263158679008,0,0.05,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0757894739508629,0.105263158679008,0,0,0,0,0,0,"301d7",4.8286657333374,2.02779626846313,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,0,1,0,1,0,0.576923072338104,1,1,0.03,1,0,0,1,1,0,0.0370370373129845,0,1,1,0,0,0,1,1,0,0,0,0,0,0,"301d8",3.08817481994629,2.6548285484314,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,1,0.00198019808158278,0.396039605140686,1,1,0.17,0,0,0,1,0,0,0.0333333350718021,0,0,1,0,1,0,0.0693069323897362,1,0,0,0,0,0,0,"301d8",3.92395162582397,2.3006067276001,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,0,0,0.281531542539597,1,0,0.06,0,0,1,1,0,1,0.0676745846867561,0,0,1,0,1,0,0.585585594177246,0,0,0,0,0,0,0,"301d8",3.18469834327698,2.91112613677979,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,1,0.00250626564957201,0.501253128051758,0.849624037742615,1,0.04,0,0,0,0.892857134342194,0,1,0.0803571417927742,0,0,1,0,0,0,0.0501253120601177,0.849624037742615,0,0,0,0,0,0,"301d8",3.5904393196106,2.39852213859558,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,1,1,0,1,0.00434782588854432,0.652173936367035,0.97826087474823,1,0.13,1,0,1,0.979192137718201,1,0,0.0811913534998894,0,1,1,0,1,0,0.0434782616794109,0,0,0,0,0,0,0,"301d8",3.65970802307129,2.47151851654053,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,0,0,0.360544204711914,0.929251730442047,1,0.3,0,0,1,0.815139055252075,0,0,0.0625643655657768,0,0,0,0,1,0,0.312925159931183,0,0,0,0,0,0,0,"301d8",4.33755207061768,2.26231837272644,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,1,1,0,0,0.19966159760952,0,0.959390878677368,1,0.03,0,0,1,0.703997433185577,0,1,0.0336294397711754,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"301d9",4.73470592498779,1.64710986614227,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,1,0.0958466455340385,0,1,1,0.02,1,0,1,0.743566989898682,0,0,0.0334220640361309,0,0,1,0,1,0,0.303514391183853,0,0,0,0,0,0,0,"301d9",4.31212711334229,2.12722325325012,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,0,1,0,1,0.0364705882966518,0,0.988235294818878,1,0.03,1,0,1,0.54226803779602,0,0,0.0160824749618769,0,0,1,0,1,0,0.208235293626785,0,0,0,0,0,0,0,"301d9",4.91243410110474,1.83280205726624,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,0,0.0922787189483643,0,0.009416195563972,1,0.02,0,0,0,0.731898248195648,0,1,0.0743639916181564,0,1,0,0,1,0,0.0564971752464771,0,0,0,0,0,0,0,"301d9",4.82301950454712,1.4517422914505,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,1,1,0,1,0,0,1,1,0.03,0,0,1,0.860015451908112,1,0,0.180201083421707,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"301d9",3.47258734703064,2.09956669807434,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,0,0,0,0.897360682487488,1,0.03,1,0,1,0.730506837368011,0,0,0.029077323153615,0,0,1,0,1,0,0.168132945895195,0,0,0,0,0,0,0,"301d9",4.21094179153442,2.71955299377441,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,0,0.0627137944102287,0,1,1,0.02,0,0,1,0.727175056934357,0,1,0.0182599350810051,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"301d9",4.87893104553223,1.89757609367371,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,0,1,0,1,0,0,0,1,0.06,0,0,1,0.0796216875314713,0,1,0.105025842785835,0,0,1,0,1,0,0.477333337068558,0,0,0,0,0,0,0,"301d11",4.52677631378174,2.78644418716431,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,0,1,0,1,0,0,0,1,0.2,0,0,1,0.709764778614044,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,"301d11",4.63634920120239,3.00617504119873,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,1,0,0,1,0,0,0,1,0.12,0,0,0,0.789427638053894,1,1,0.0263434275984764,0,0,1,1,1,0,0.527908205986023,0,0,0,0,0,0,0,"301d11",4.80254459381104,2.75597214698792,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
1,1,0,0,1,0,0.0371195264160633,1,1,0.1,0,1,1,0,0,1,0.0280861314386129,0,0,0,0,0,0,0.677060127258301,0,0,1,0,0,0,0,"301d11",4.21353387832642,2.99210119247437,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
0,0,1,0,1,0,0,0,1,0.01,0,0,1,0.948354661464691,0,0,0.130712985992432,0,0,0,1,1,0,0.561381101608276,0,1,0,0,0,0,0,"301d11",6.87109136581421,-0.209236577153206,0,3,-0.147610783576965,-1.43253719806671,-0.482221066951752,2006,301,0
